Info 0    [23:37:57.027] Starting TS Server
Info 12318[03:24:59.824] Different program with same set of files:: structureIsReused:: 2
Info 12319[03:25:00.233] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12320[03:25:00.259] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1580 structureChanged: false Elapsed: 24.147249937057495ms
Info 12321[03:25:00.259] Different program with same set of files:: structureIsReused:: 2
Info 12322[03:25:00.260] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12323[03:25:00.277] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1581 structureChanged: false Elapsed: 16.364207983016968ms
Info 12324[03:25:00.277] Different program with same set of files:: structureIsReused:: 2
Info 12325[03:25:00.811] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12326[03:25:00.836] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1582 structureChanged: false Elapsed: 24.99870800971985ms
Info 12327[03:25:00.836] Different program with same set of files:: structureIsReused:: 2
Info 12328[03:25:01.166] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12329[03:25:01.186] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1583 structureChanged: false Elapsed: 19.281291961669922ms
Info 12330[03:25:01.186] Different program with same set of files:: structureIsReused:: 2
Info 12331[03:25:02.195] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12332[03:25:02.219] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1584 structureChanged: false Elapsed: 22.54558300971985ms
Info 12333[03:25:02.219] Different program with same set of files:: structureIsReused:: 2
Info 12334[03:25:16.766] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12335[03:25:16.791] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1585 structureChanged: false Elapsed: 24.622375011444092ms
Info 12336[03:25:16.791] Different program with same set of files:: structureIsReused:: 2
Info 12337[03:25:19.661] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12338[03:25:19.681] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1586 structureChanged: false Elapsed: 18.97908306121826ms
Info 12339[03:25:19.681] Different program with same set of files:: structureIsReused:: 2
Info 12340[03:25:20.912] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12341[03:25:20.926] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1587 structureChanged: false Elapsed: 14.606333017349243ms
Info 12342[03:25:20.926] Different program with same set of files:: structureIsReused:: 2
Info 12343[03:25:42.193] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12344[03:25:42.491] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1588 structureChanged: false Elapsed: 291.835165977478ms
Info 12345[03:25:42.491] Different program with same set of files:: structureIsReused:: 2
Info 12346[03:25:46.297] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12347[03:25:46.325] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1589 structureChanged: false Elapsed: 28.663874983787537ms
Info 12348[03:25:46.326] Different program with same set of files:: structureIsReused:: 2
Info 12349[03:26:07.808] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12350[03:26:07.879] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1590 structureChanged: false Elapsed: 69.40995800495148ms
Info 12351[03:26:07.879] Different program with same set of files:: structureIsReused:: 2
Info 12352[03:26:12.166] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12353[03:26:12.200] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1591 structureChanged: false Elapsed: 33.748125076293945ms
Info 12354[03:26:12.201] Different program with same set of files:: structureIsReused:: 2
Info 12355[03:26:12.866] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12356[03:26:12.892] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1592 structureChanged: false Elapsed: 26.261291980743408ms
Info 12357[03:26:12.892] Different program with same set of files:: structureIsReused:: 2
Info 12358[03:26:13.415] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12359[03:26:13.440] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1593 structureChanged: false Elapsed: 24.680458068847656ms
Info 12360[03:26:13.441] Different program with same set of files:: structureIsReused:: 2
Info 12361[03:26:14.021] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12362[03:26:14.038] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1594 structureChanged: false Elapsed: 16.551666975021362ms
Info 12363[03:26:14.038] Different program with same set of files:: structureIsReused:: 2
Info 12364[03:26:20.689] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12365[03:26:20.706] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1595 structureChanged: false Elapsed: 16.531875014305115ms
Info 12366[03:26:20.706] Different program with same set of files:: structureIsReused:: 2
Info 12367[03:26:21.447] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12368[03:26:21.463] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1596 structureChanged: false Elapsed: 16.581459045410156ms
Info 12369[03:26:21.464] Different program with same set of files:: structureIsReused:: 2
Info 12370[03:26:28.153] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12371[03:26:28.172] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1597 structureChanged: false Elapsed: 18.33662497997284ms
Info 12372[03:26:28.172] Different program with same set of files:: structureIsReused:: 2
Info 12373[03:26:28.973] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12374[03:26:28.999] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1598 structureChanged: false Elapsed: 26.15166699886322ms
Info 12375[03:26:28.999] Different program with same set of files:: structureIsReused:: 2
Info 12376[03:26:29.003] getCompletionData: Get current token: 0.01179206371307373
Info 12377[03:26:29.003] getCompletionData: Is inside comment: 0.004083037376403809
Info 12378[03:26:29.003] getCompletionData: Get previous token 1: 0.046958088874816895
Info 12379[03:26:29.003] getCompletionData: Get previous token 2: 0.588249921798706
Info 12380[03:26:29.003] getCompletionsAtPosition: isCompletionListBlocker: 0.0031670331954956055
Info 12381[03:26:29.004] Returning an empty list because completion was requested in an invalid position.
Info 12382[03:26:29.008] getCompletionData: Get current token: 0.009833097457885742
Info 12383[03:26:29.008] getCompletionData: Is inside comment: 0.003665924072265625
Info 12384[03:26:29.008] getCompletionData: Get previous token 1: 0.039875030517578125
Info 12385[03:26:29.008] getCompletionData: Get previous token 2: 0.03320896625518799
Info 12386[03:26:29.008] getCompletionsAtPosition: isCompletionListBlocker: 0.002958059310913086
Info 12387[03:26:29.008] Returning an empty list because completion was requested in an invalid position.
Info 12388[03:26:29.025] getCompletionData: Get current token: 0.008375048637390137
Info 12389[03:26:29.025] getCompletionData: Is inside comment: 0.0028749704360961914
Info 12390[03:26:29.025] getCompletionData: Get previous token 1: 0.03154194355010986
Info 12391[03:26:29.025] getCompletionData: Get previous token 2: 0.025915980339050293
Info 12392[03:26:29.025] getCompletionsAtPosition: isCompletionListBlocker: 0.0025000572204589844
Info 12393[03:26:29.025] Returning an empty list because completion was requested in an invalid position.
Info 12394[03:26:29.027] getCompletionData: Get current token: 0.008083939552307129
Info 12395[03:26:29.027] getCompletionData: Is inside comment: 0.0027500391006469727
Info 12396[03:26:29.027] getCompletionData: Get previous token 1: 0.03020799160003662
Info 12397[03:26:29.027] getCompletionData: Get previous token 2: 0.02487492561340332
Info 12398[03:26:29.027] getCompletionsAtPosition: isCompletionListBlocker: 0.001999974250793457
Info 12399[03:26:29.027] Returning an empty list because completion was requested in an invalid position.
Info 12400[03:26:29.486] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12401[03:26:29.499] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1599 structureChanged: false Elapsed: 13.181291937828064ms
Info 12402[03:26:29.500] Different program with same set of files:: structureIsReused:: 2
Info 12403[03:26:29.500] getCompletionData: Get current token: 0.010542035102844238
Info 12404[03:26:29.500] getCompletionData: Is inside comment: 0.002958059310913086
Info 12405[03:26:29.501] getCompletionData: Get previous token 1: 0.4442499876022339
Info 12406[03:26:29.501] getCompletionData: Get previous token 2: 0.05162501335144043
Info 12407[03:26:29.501] getCompletionsAtPosition: isCompletionListBlocker: 0.004625082015991211
Info 12408[03:26:29.501] Returning an empty list because completion was requested in an invalid position.
Info 12409[03:26:29.521] getCompletionData: Get current token: 0.012333989143371582
Info 12410[03:26:29.521] getCompletionData: Is inside comment: 0.003583073616027832
Info 12411[03:26:29.521] getCompletionData: Get previous token 1: 0.039916038513183594
Info 12412[03:26:29.521] getCompletionData: Get previous token 2: 0.1432499885559082
Info 12413[03:26:29.521] getCompletionsAtPosition: isCompletionListBlocker: 0.0030829906463623047
Info 12414[03:26:29.521] Returning an empty list because completion was requested in an invalid position.
Info 12415[03:26:29.522] getCompletionData: Get current token: 0.009791016578674316
Info 12416[03:26:29.522] getCompletionData: Is inside comment: 0.002707958221435547
Info 12417[03:26:29.522] getCompletionData: Get previous token 1: 0.035374999046325684
Info 12418[03:26:29.522] getCompletionData: Get previous token 2: 0.03112506866455078
Info 12419[03:26:29.522] getCompletionsAtPosition: isCompletionListBlocker: 0.0018329620361328125
Info 12420[03:26:29.522] Returning an empty list because completion was requested in an invalid position.
Info 12421[03:26:29.522] getCompletionData: Get current token: 0.009582996368408203
Info 12422[03:26:29.522] getCompletionData: Is inside comment: 0.002333998680114746
Info 12423[03:26:29.522] getCompletionData: Get previous token 1: 0.03320801258087158
Info 12424[03:26:29.522] getCompletionData: Get previous token 2: 0.027875065803527832
Info 12425[03:26:29.522] getCompletionsAtPosition: isCompletionListBlocker: 0.0015000104904174805
Info 12426[03:26:29.522] Returning an empty list because completion was requested in an invalid position.
Info 12427[03:26:29.871] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12428[03:26:29.890] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1600 structureChanged: false Elapsed: 18.816083073616028ms
Info 12429[03:26:29.890] Different program with same set of files:: structureIsReused:: 2
Info 12430[03:26:29.892] getCompletionData: Get current token: 0.010667085647583008
Info 12431[03:26:29.892] getCompletionData: Is inside comment: 0.0032080411911010742
Info 12432[03:26:29.892] getCompletionData: Get previous token 1: 0.05645895004272461
Info 12433[03:26:29.892] getCompletionData: Get previous token 2: 0.12916696071624756
Info 12434[03:26:29.892] getCompletionsAtPosition: isCompletionListBlocker: 0.002709031105041504
Info 12435[03:26:29.892] Returning an empty list because completion was requested in an invalid position.
Info 12436[03:26:29.914] getCompletionData: Get current token: 0.010583043098449707
Info 12437[03:26:29.914] getCompletionData: Is inside comment: 0.0033339262008666992
Info 12438[03:26:29.914] getCompletionData: Get previous token 1: 0.03316700458526611
Info 12439[03:26:29.914] getCompletionData: Get previous token 2: 0.13254189491271973
Info 12440[03:26:29.914] getCompletionsAtPosition: isCompletionListBlocker: 0.002709031105041504
Info 12441[03:26:29.914] Returning an empty list because completion was requested in an invalid position.
Info 12442[03:26:29.915] getCompletionData: Get current token: 0.008916974067687988
Info 12443[03:26:29.915] getCompletionData: Is inside comment: 0.0029169321060180664
Info 12444[03:26:29.915] getCompletionData: Get previous token 1: 0.03033292293548584
Info 12445[03:26:29.916] getCompletionData: Get previous token 2: 0.02604198455810547
Info 12446[03:26:29.916] getCompletionsAtPosition: isCompletionListBlocker: 0.0022090673446655273
Info 12447[03:26:29.916] Returning an empty list because completion was requested in an invalid position.
Info 12448[03:26:29.943] getCompletionData: Get current token: 0.009916067123413086
Info 12449[03:26:29.943] getCompletionData: Is inside comment: 0.002958059310913086
Info 12450[03:26:29.943] getCompletionData: Get previous token 1: 0.03308296203613281
Info 12451[03:26:29.943] getCompletionData: Get previous token 2: 0.029458999633789062
Info 12452[03:26:29.943] getCompletionsAtPosition: isCompletionListBlocker: 0.002332925796508789
Info 12453[03:26:29.943] Returning an empty list because completion was requested in an invalid position.
Info 12454[03:26:30.518] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12455[03:26:30.538] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1601 structureChanged: false Elapsed: 19.98045790195465ms
Info 12456[03:26:30.538] Different program with same set of files:: structureIsReused:: 2
Info 12457[03:26:30.540] getCompletionData: Get current token: 0.015083074569702148
Info 12458[03:26:30.540] getCompletionData: Is inside comment: 0.004124999046325684
Info 12459[03:26:30.540] getCompletionData: Get previous token 1: 0.05766701698303223
Info 12460[03:26:30.540] getCompletionData: Get previous token 2: 0.17216706275939941
Info 12461[03:26:30.540] getCompletionsAtPosition: isCompletionListBlocker: 0.003666996955871582
Info 12462[03:26:30.540] Returning an empty list because completion was requested in an invalid position.
Info 12463[03:26:30.568] getCompletionData: Get current token: 0.010249972343444824
Info 12464[03:26:30.568] getCompletionData: Is inside comment: 0.0030410289764404297
Info 12465[03:26:30.568] getCompletionData: Get previous token 1: 0.04250001907348633
Info 12466[03:26:30.569] getCompletionData: Get previous token 2: 1.2727090120315552
Info 12467[03:26:30.569] getCompletionsAtPosition: isCompletionListBlocker: 0.0028749704360961914
Info 12468[03:26:30.569] Returning an empty list because completion was requested in an invalid position.
Info 12469[03:26:30.571] getCompletionData: Get current token: 0.008000016212463379
Info 12470[03:26:30.571] getCompletionData: Is inside comment: 0.0027500391006469727
Info 12471[03:26:30.571] getCompletionData: Get previous token 1: 0.027125000953674316
Info 12472[03:26:30.571] getCompletionData: Get previous token 2: 0.02312493324279785
Info 12473[03:26:30.571] getCompletionsAtPosition: isCompletionListBlocker: 0.002666950225830078
Info 12474[03:26:30.571] Returning an empty list because completion was requested in an invalid position.
Info 12475[03:26:30.572] getCompletionData: Get current token: 0.007375001907348633
Info 12476[03:26:30.572] getCompletionData: Is inside comment: 0.0019170045852661133
Info 12477[03:26:30.572] getCompletionData: Get previous token 1: 0.02512502670288086
Info 12478[03:26:30.572] getCompletionData: Get previous token 2: 0.022292017936706543
Info 12479[03:26:30.572] getCompletionsAtPosition: isCompletionListBlocker: 0.0017910003662109375
Info 12480[03:26:30.572] Returning an empty list because completion was requested in an invalid position.
Info 12481[03:26:30.840] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12482[03:26:30.853] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1602 structureChanged: false Elapsed: 13.388875007629395ms
Info 12483[03:26:30.853] Different program with same set of files:: structureIsReused:: 2
Info 12484[03:26:31.328] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12485[03:26:31.423] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1603 structureChanged: false Elapsed: 93.19291698932648ms
Info 12486[03:26:31.423] Different program with same set of files:: structureIsReused:: 2
Info 12487[03:26:40.464] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12488[03:26:40.490] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1604 structureChanged: false Elapsed: 25.044999957084656ms
Info 12489[03:26:40.491] Different program with same set of files:: structureIsReused:: 2
Info 12490[03:26:41.697] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12491[03:26:41.719] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1605 structureChanged: false Elapsed: 21.453040957450867ms
Info 12492[03:26:41.720] Different program with same set of files:: structureIsReused:: 2
Info 12493[03:26:41.723] getCompletionData: Get current token: 0.011957883834838867
Info 12494[03:26:41.723] getCompletionData: Is inside comment: 0.004167079925537109
Info 12495[03:26:41.723] getCompletionData: Get previous token 1: 0.04824995994567871
Info 12496[03:26:41.723] getCompletionData: Get previous token 2: 0.22970795631408691
Info 12497[03:26:41.723] getCompletionsAtPosition: isCompletionListBlocker: 0.003667116165161133
Info 12498[03:26:41.723] Returning an empty list because completion was requested in an invalid position.
Info 12499[03:26:41.741] getCompletionData: Get current token: 0.00950002670288086
Info 12500[03:26:41.741] getCompletionData: Is inside comment: 0.002958059310913086
Info 12501[03:26:41.741] getCompletionData: Get previous token 1: 0.03600001335144043
Info 12502[03:26:41.741] getCompletionData: Get previous token 2: 0.0339580774307251
Info 12503[03:26:41.741] getCompletionsAtPosition: isCompletionListBlocker: 0.002709031105041504
Info 12504[03:26:41.741] Returning an empty list because completion was requested in an invalid position.
Info 12505[03:26:41.742] getCompletionData: Get current token: 0.009250044822692871
Info 12506[03:26:41.742] getCompletionData: Is inside comment: 0.0031249523162841797
Info 12507[03:26:41.743] getCompletionData: Get previous token 1: 0.03495800495147705
Info 12508[03:26:41.743] getCompletionData: Get previous token 2: 0.030500054359436035
Info 12509[03:26:41.743] getCompletionsAtPosition: isCompletionListBlocker: 0.0021669864654541016
Info 12510[03:26:41.743] Returning an empty list because completion was requested in an invalid position.
Info 12511[03:26:41.744] getCompletionData: Get current token: 0.008167028427124023
Info 12512[03:26:41.744] getCompletionData: Is inside comment: 0.00241696834564209
Info 12513[03:26:41.744] getCompletionData: Get previous token 1: 0.03216695785522461
Info 12514[03:26:41.744] getCompletionData: Get previous token 2: 0.02950000762939453
Info 12515[03:26:41.744] getCompletionsAtPosition: isCompletionListBlocker: 0.0017080307006835938
Info 12516[03:26:41.744] Returning an empty list because completion was requested in an invalid position.
Info 12517[03:27:02.959] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12518[03:27:02.987] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1606 structureChanged: false Elapsed: 27.070208072662354ms
Info 12519[03:27:02.987] Different program with same set of files:: structureIsReused:: 2
Info 12520[03:27:03.967] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12521[03:27:03.979] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1607 structureChanged: false Elapsed: 12.34137499332428ms
Info 12522[03:27:03.979] Different program with same set of files:: structureIsReused:: 2
Info 12523[03:27:17.957] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12524[03:27:17.971] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1608 structureChanged: false Elapsed: 13.562584042549133ms
Info 12525[03:27:17.971] Different program with same set of files:: structureIsReused:: 2
Info 12526[03:27:19.436] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12527[03:27:19.459] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1609 structureChanged: false Elapsed: 20.870416045188904ms
Info 12528[03:27:19.459] Different program with same set of files:: structureIsReused:: 2
Info 12529[03:27:21.135] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12530[03:27:21.159] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1610 structureChanged: false Elapsed: 23.014625072479248ms
Info 12531[03:27:21.159] Different program with same set of files:: structureIsReused:: 2
Info 12532[03:27:21.164] getCompletionData: Get current token: 0.02254199981689453
Info 12533[03:27:21.164] getCompletionData: Is inside comment: 0.05333304405212402
Info 12534[03:27:21.164] getCompletionData: Get previous token 1: 0.02950000762939453
Info 12535[03:27:21.164] getCompletionData: Get previous token 2: 0.039916038513183594
Info 12536[03:27:21.166] getCompletionsAtPosition: isCompletionListBlocker: 1.745582938194275
Info 12537[03:27:21.187] collectAutoImports: starting, not resolving module specifiers
Info 12538[03:27:21.188] collectAutoImports: module specifier cache size: 150
Info 12539[03:27:21.211] getSymbolToExportInfoMap: cache hit
Info 12540[03:27:21.253] collectAutoImports: done in 65.35975003242493 ms
Info 12541[03:27:21.253] getCompletionData: Semantic work: 87.19929194450378
Info 12542[03:27:21.260] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.314750075340271
Info 12543[03:27:21.273] getCompletionData: Get current token: 0.006749987602233887
Info 12544[03:27:21.273] getCompletionData: Is inside comment: 0.019291043281555176
Info 12545[03:27:21.273] getCompletionData: Get previous token 1: 0.015333056449890137
Info 12546[03:27:21.273] getCompletionData: Get previous token 2: 0.017540931701660156
Info 12547[03:27:21.273] getCompletionsAtPosition: isCompletionListBlocker: 0.011958003044128418
Info 12548[03:27:21.275] collectAutoImports: starting, not resolving module specifiers
Info 12549[03:27:21.275] collectAutoImports: module specifier cache size: 150
Info 12550[03:27:21.276] getSymbolToExportInfoMap: cache hit
Info 12551[03:27:21.296] collectAutoImports: done in 21.125082969665527 ms
Info 12552[03:27:21.296] getCompletionData: Semantic work: 23.036208033561707
Info 12553[03:27:21.303] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.126958012580872
Info 12554[03:27:21.307] getCompletionData: Get current token: 0.005625009536743164
Info 12555[03:27:21.307] getCompletionData: Is inside comment: 0.018999934196472168
Info 12556[03:27:21.307] getCompletionData: Get previous token 1: 0.015666961669921875
Info 12557[03:27:21.307] getCompletionData: Get previous token 2: 0.01758396625518799
Info 12558[03:27:21.307] getCompletionsAtPosition: isCompletionListBlocker: 0.010125041007995605
Info 12559[03:27:21.311] collectAutoImports: starting, not resolving module specifiers
Info 12560[03:27:21.311] collectAutoImports: module specifier cache size: 150
Info 12561[03:27:21.312] getSymbolToExportInfoMap: cache hit
Info 12562[03:27:21.330] collectAutoImports: done in 19.740583062171936 ms
Info 12563[03:27:21.330] getCompletionData: Semantic work: 23.261916041374207
Info 12564[03:27:21.334] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.7826249599456787
Info 12565[03:27:21.337] getCompletionData: Get current token: 0.005707979202270508
Info 12566[03:27:21.337] getCompletionData: Is inside comment: 0.01958298683166504
Info 12567[03:27:21.337] getCompletionData: Get previous token 1: 0.01504206657409668
Info 12568[03:27:21.337] getCompletionData: Get previous token 2: 0.016750097274780273
Info 12569[03:27:21.337] getCompletionsAtPosition: isCompletionListBlocker: 0.011417031288146973
Info 12570[03:27:21.340] collectAutoImports: starting, not resolving module specifiers
Info 12571[03:27:21.340] collectAutoImports: module specifier cache size: 150
Info 12572[03:27:21.341] getSymbolToExportInfoMap: cache hit
Info 12573[03:27:21.355] collectAutoImports: done in 15.403249979019165 ms
Info 12574[03:27:21.355] getCompletionData: Semantic work: 18.24333393573761
Info 12575[03:27:21.358] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.8773330450057983
Info 12576[03:27:21.493] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12577[03:27:21.507] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1611 structureChanged: false Elapsed: 14.078958988189697ms
Info 12578[03:27:21.508] Different program with same set of files:: structureIsReused:: 2
Info 12579[03:27:21.508] getCompletionData: Get current token: 0.007917046546936035
Info 12580[03:27:21.508] getCompletionData: Is inside comment: 0.021291017532348633
Info 12581[03:27:21.508] getCompletionData: Get previous token 1: 0.016833066940307617
Info 12582[03:27:21.509] getCompletionData: Get previous token 2: 0.01920902729034424
Info 12583[03:27:21.509] getCompletionsAtPosition: isCompletionListBlocker: 0.009792089462280273
Info 12584[03:27:21.512] collectAutoImports: starting, not resolving module specifiers
Info 12585[03:27:21.512] collectAutoImports: module specifier cache size: 150
Info 12586[03:27:21.512] getSymbolToExportInfoMap: cache hit
Info 12587[03:27:21.520] collectAutoImports: done in 8.301125049591064 ms
Info 12588[03:27:21.520] getCompletionData: Semantic work: 11.410875082015991
Info 12589[03:27:21.523] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.869374990463257
Info 12590[03:27:25.442] getCompletionData: Get current token: 0.00937497615814209
Info 12591[03:27:25.442] getCompletionData: Is inside comment: 0.0034580230712890625
Info 12592[03:27:25.442] getCompletionData: Get previous token 1: 0.036499977111816406
Info 12593[03:27:25.442] getCompletionData: Get previous token 2: 0.032457947731018066
Info 12594[03:27:25.442] getCompletionsAtPosition: isCompletionListBlocker: 0.015250086784362793
Info 12595[03:27:25.446] collectAutoImports: starting, not resolving module specifiers
Info 12596[03:27:25.446] collectAutoImports: module specifier cache size: 150
Info 12597[03:27:25.447] getSymbolToExportInfoMap: cache hit
Info 12598[03:27:25.458] collectAutoImports: done in 12.034374952316284 ms
Info 12599[03:27:25.458] getCompletionData: Semantic work: 16.191375017166138
Info 12600[03:27:25.462] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.500041961669922
Info 12601[03:27:33.782] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12602[03:27:33.803] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1612 structureChanged: false Elapsed: 20.254958033561707ms
Info 12603[03:27:33.803] Different program with same set of files:: structureIsReused:: 2
Info 12604[03:27:34.219] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12605[03:27:34.237] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1613 structureChanged: false Elapsed: 18.63699996471405ms
Info 12606[03:27:34.237] Different program with same set of files:: structureIsReused:: 2
Info 12607[03:27:34.906] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12608[03:27:34.924] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1614 structureChanged: false Elapsed: 18.292999982833862ms
Info 12609[03:27:34.924] Different program with same set of files:: structureIsReused:: 2
Info 12610[03:27:35.838] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12611[03:27:35.938] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1615 structureChanged: false Elapsed: 97.62545895576477ms
Info 12612[03:27:35.938] Different program with same set of files:: structureIsReused:: 2
Info 12613[03:28:01.457] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12614[03:28:01.512] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1616 structureChanged: false Elapsed: 53.76941704750061ms
Info 12615[03:28:01.513] Different program with same set of files:: structureIsReused:: 2
Info 12616[03:28:05.758] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12617[03:28:05.792] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1617 structureChanged: false Elapsed: 33.53429198265076ms
Info 12618[03:28:05.792] Different program with same set of files:: structureIsReused:: 2
Info 12619[03:28:05.797] getCompletionData: Get current token: 0.013875007629394531
Info 12620[03:28:05.797] getCompletionData: Is inside comment: 0.041249990463256836
Info 12621[03:28:05.797] getCompletionData: Get previous token 1: 0.034291982650756836
Info 12622[03:28:05.797] getCompletionsAtPosition: isCompletionListBlocker: 0.011333107948303223
Info 12623[03:28:05.807] getCompletionData: Get current token: 0.01087498664855957
Info 12624[03:28:05.807] getCompletionData: Is inside comment: 0.03529095649719238
Info 12625[03:28:05.808] getCompletionData: Get previous token 1: 0.029915928840637207
Info 12626[03:28:05.808] getCompletionsAtPosition: isCompletionListBlocker: 0.0034170150756835938
Info 12627[03:28:05.825] getCompletionData: Get current token: 0.008124947547912598
Info 12628[03:28:05.826] getCompletionData: Is inside comment: 0.02824997901916504
Info 12629[03:28:05.826] getCompletionData: Get previous token 1: 0.0225830078125
Info 12630[03:28:05.826] getCompletionsAtPosition: isCompletionListBlocker: 0.0025839805603027344
Info 12631[03:28:05.827] getCompletionData: Get current token: 0.007542014122009277
Info 12632[03:28:05.827] getCompletionData: Is inside comment: 0.026666998863220215
Info 12633[03:28:05.827] getCompletionData: Get previous token 1: 0.022583961486816406
Info 12634[03:28:05.827] getCompletionsAtPosition: isCompletionListBlocker: 0.001999974250793457
Info 12635[03:28:13.605] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 12636[03:28:13.626] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1618 structureChanged: false Elapsed: 20.839625000953674ms
Info 12637[03:28:13.626] Different program with same set of files:: structureIsReused:: 2
Info 12638[03:28:13.630] getCompletionData: Get current token: 0.015166997909545898
Info 12639[03:28:13.630] getCompletionData: Is inside comment: 0.042874932289123535
Info 12640[03:28:13.630] getCompletionData: Get previous token 1: 0.03058302402496338
